country,year,sex,age,suicides_no,population,suicidesPer100k,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Guyana,2011,male,55-74 years,19.00,33737,56.32,Guyana2011,0.63,"2,576,024,116",3815,Boomers
Guyana,2011,male,15-24 years,31.00,71216,43.53,Guyana2011,0.63,"2,576,024,116",3815,Millenials
Guyana,2011,male,75+ years,2.00,5121,39.05,Guyana2011,0.63,"2,576,024,116",3815,Silent
Guyana,2011,female,35-54 years,14.00,87351,16.03,Guyana2011,0.63,"2,576,024,116",3815,Generation X
Guyana,2011,female,75+ years,1.00,6656,15.02,Guyana2011,0.63,"2,576,024,116",3815,Silent
Guyana,2011,female,15-24 years,10.00,70472,14.19,Guyana2011,0.63,"2,576,024,116",3815,Millenials
Guyana,2011,female,25-34 years,7.00,55527,12.61,Guyana2011,0.63,"2,576,024,116",3815,Millenials
Guyana,2011,female,55-74 years,3.00,37229,8.06,Guyana2011,0.63,"2,576,024,116",3815,Boomers
Guyana,2011,female,5-14 years,4.00,80748,4.95,Guyana2011,0.63,"2,576,024,116",3815,Generation Z
Guyana,2011,male,5-14 years,3.00,84995,3.53,Guyana2011,0.63,"2,576,024,116",3815,Generation Z
Guyana,2012,male,35-54 years,71.00,90968,78.05,Guyana2012,0.629,"2,861,562,266",4212,Generation X
Guyana,2012,male,55-74 years,21.00,34933,60.12,Guyana2012,0.629,"2,861,562,266",4212,Boomers
Guyana,2012,male,75+ years,3.00,5373,55.83,Guyana2012,0.629,"2,861,562,266",4212,Silent
Guyana,2012,male,25-34 years,27.00,50601,53.36,Guyana2012,0.629,"2,861,562,266",4212,Millenials
Guyana,2012,male,15-24 years,30.00,74548,40.24,Guyana2012,0.629,"2,861,562,266",4212,Millenials
Guyana,2012,female,25-34 years,11.00,53923,20.40,Guyana2012,0.629,"2,861,562,266",4212,Millenials
Guyana,2012,female,35-54 years,18.00,88544,20.33,Guyana2012,0.629,"2,861,562,266",4212,Generation X
Guyana,2012,female,15-24 years,14.00,72713,19.25,Guyana2012,0.629,"2,861,562,266",4212,Millenials
Guyana,2012,female,55-74 years,5.00,38249,13.07,Guyana2012,0.629,"2,861,562,266",4212,Boomers
Guyana,2012,male,5-14 years,4.00,83404,4.80,Guyana2012,0.629,"2,861,562,266",4212,Generation Z
Guyana,2012,female,5-14 years,2.00,79129,2.53,Guyana2012,0.629,"2,861,562,266",4212,Generation Z
Guyana,2012,female,75+ years,0.00,6971,0.00,Guyana2012,0.629,"2,861,562,266",4212,Silent
Guyana,2013,male,25-34 years,35.00,49177,71.17,Guyana2013,0.634,"2,990,006,534",4372,Millenials
Guyana,2013,male,35-54 years,65.00,91779,70.82,Guyana2013,0.634,"2,990,006,534",4372,Generation X
Guyana,2013,male,55-74 years,23.00,36325,63.32,Guyana2013,0.634,"2,990,006,534",4372,Boomers
Guyana,2013,male,15-24 years,34.00,77905,43.64,Guyana2013,0.634,"2,990,006,534",4372,Millenials
Guyana,2013,female,15-24 years,29.00,75001,38.67,Guyana2013,0.634,"2,990,006,534",4372,Millenials
Guyana,2013,male,75+ years,2.00,5578,35.86,Guyana2013,0.634,"2,990,006,534",4372,Silent
Guyana,2013,female,35-54 years,13.00,89706,14.49,Guyana2013,0.634,"2,990,006,534",4372,Generation X
Guyana,2013,female,55-74 years,4.00,39408,10.15,Guyana2013,0.634,"2,990,006,534",4372,Boomers
Guyana,2013,female,25-34 years,3.00,52213,5.75,Guyana2013,0.634,"2,990,006,534",4372,Millenials
Guyana,2013,female,5-14 years,1.00,77645,1.29,Guyana2013,0.634,"2,990,006,534",4372,Generation Z
Guyana,2013,male,5-14 years,1.00,81898,1.22,Guyana2013,0.634,"2,990,006,534",4372,Generation Z
Guyana,2013,female,75+ years,0.00,7232,0.00,Guyana2013,0.634,"2,990,006,534",4372,Silent
Hungary,1991,male,75+ years,333.00,188235,176.91,Hungary1991,,"34,748,508,332",3561,G.I. Generation
Hungary,1991,male,35-54 years,1271.00,1420586,89.47,Hungary1991,,"34,748,508,332",3561,Boomers
Hungary,1991,male,55-74 years,751.00,874916,85.84,Hungary1991,,"34,748,508,332",3561,Silent
Hungary,1991,female,75+ years,263.00,363039,72.44,Hungary1991,,"34,748,508,332",3561,G.I. Generation
Hungary,1991,male,25-34 years,364.00,663374,54.87,Hungary1991,,"34,748,508,332",3561,Boomers
Hungary,1991,female,55-74 years,382.00,1146759,33.31,Hungary1991,,"34,748,508,332",3561,Silent
Hungary,1991,female,35-54 years,341.00,1486414,22.94,Hungary1991,,"34,748,508,332",3561,Boomers
Hungary,1991,male,15-24 years,154.00,785554,19.60,Hungary1991,,"34,748,508,332",3561,Generation X
Hungary,1991,female,25-34 years,85.00,652494,13.03,Hungary1991,,"34,748,508,332",3561,Boomers
Hungary,1991,female,15-24 years,40.00,748660,5.34,Hungary1991,,"34,748,508,332",3561,Generation X
Hungary,1991,male,5-14 years,7.00,730241,0.96,Hungary1991,,"34,748,508,332",3561,Millenials
Hungary,1991,female,5-14 years,2.00,697494,0.29,Hungary1991,,"34,748,508,332",3561,Millenials
Hungary,1992,male,75+ years,317.00,178482,177.61,Hungary1992,,"38,724,945,368",3970,G.I. Generation
Hungary,1992,male,35-54 years,1281.00,1435500,89.24,Hungary1992,,"38,724,945,368",3970,Boomers
Hungary,1992,male,55-74 years,766.00,880216,87.02,Hungary1992,,"38,724,945,368",3970,Silent
Hungary,1992,female,75+ years,212.00,349038,60.74,Hungary1992,,"38,724,945,368",3970,G.I. Generation
Hungary,1992,male,25-34 years,364.00,651345,55.88,Hungary1992,,"38,724,945,368",3970,Boomers
Hungary,1992,female,55-74 years,384.00,1167015,32.90,Hungary1992,,"38,724,945,368",3970,Silent
Hungary,1992,male,15-24 years,202.00,804971,25.09,Hungary1992,,"38,724,945,368",3970,Generation X
Hungary,1992,female,35-54 years,346.00,1499718,23.07,Hungary1992,,"38,724,945,368",3970,Boomers
Hungary,1992,female,25-34 years,73.00,639938,11.41,Hungary1992,,"38,724,945,368",3970,Boomers
Hungary,1992,female,15-24 years,44.00,767574,5.73,Hungary1992,,"38,724,945,368",3970,Generation X
Hungary,1992,male,5-14 years,9.00,706161,1.27,Hungary1992,,"38,724,945,368",3970,Millenials
Hungary,1992,female,5-14 years,2.00,674998,0.30,Hungary1992,,"38,724,945,368",3970,Millenials
Hungary,1993,male,75+ years,300.00,168944,177.57,Hungary1993,,"40,119,073,326",4116,G.I. Generation
Hungary,1993,male,55-74 years,736.00,885398,83.13,Hungary1993,,"40,119,073,326",4116,Silent
Hungary,1993,male,35-54 years,1189.00,1441399,82.49,Hungary1993,,"40,119,073,326",4116,Boomers
Hungary,1993,female,75+ years,198.00,335159,59.08,Hungary1993,,"40,119,073,326",4116,G.I. Generation
Hungary,1993,male,25-34 years,326.00,650343,50.13,Hungary1993,,"40,119,073,326",4116,Boomers
Hungary,1993,female,55-74 years,354.00,1187358,29.81,Hungary1993,,"40,119,073,326",4116,Silent
Hungary,1993,female,35-54 years,320.00,1505289,21.26,Hungary1993,,"40,119,073,326",4116,Boomers
Hungary,1993,male,15-24 years,157.00,816038,19.24,Hungary1993,,"40,119,073,326",4116,Generation X
Hungary,1993,female,25-34 years,63.00,638434,9.87,Hungary1993,,"40,119,073,326",4116,Boomers
Hungary,1993,female,15-24 years,43.00,778205,5.53,Hungary1993,,"40,119,073,326",4116,Generation X
Hungary,1993,male,5-14 years,7.00,685836,1.02,Hungary1993,,"40,119,073,326",4116,Millenials
Hungary,1993,female,5-14 years,1.00,655499,0.15,Hungary1993,,"40,119,073,326",4116,Millenials
Hungary,1994,male,75+ years,292.00,165660,176.26,Hungary1994,,"43,160,392,124",4431,G.I. Generation
Hungary,1994,male,55-74 years,765.00,885885,86.35,Hungary1994,,"43,160,392,124",4431,Silent
Hungary,1994,male,35-54 years,1194.00,1442354,82.78,Hungary1994,,"43,160,392,124",4431,Boomers
Hungary,1994,female,75+ years,217.00,331979,65.37,Hungary1994,,"43,160,392,124",4431,G.I. Generation
Hungary,1994,male,25-34 years,302.00,654647,46.13,Hungary1994,,"43,160,392,124",4431,Boomers
Hungary,1994,female,55-74 years,272.00,1197788,22.71,Hungary1994,,"43,160,392,124",4431,Silent
Hungary,1994,female,35-54 years,310.00,1507467,20.56,Hungary1994,,"43,160,392,124",4431,Boomers
Hungary,1994,male,15-24 years,167.00,821912,20.32,Hungary1994,,"43,160,392,124",4431,Generation X
Hungary,1994,female,25-34 years,57.00,641114,8.89,Hungary1994,,"43,160,392,124",4431,Boomers
Hungary,1994,female,15-24 years,41.00,783898,5.23,Hungary1994,,"43,160,392,124",4431,Generation X
Hungary,1994,male,5-14 years,7.00,668761,1.05,Hungary1994,,"43,160,392,124",4431,Millenials
Hungary,1994,female,5-14 years,1.00,639352,0.16,Hungary1994,,"43,160,392,124",4431,Millenials
Hungary,1995,male,75+ years,282.00,169919,165.96,Hungary1995,0.74,"46,418,916,500",4767,G.I. Generation
Hungary,1995,male,35-54 years,1114.00,1439373,77.39,Hungary1995,0.74,"46,418,916,500",4767,Boomers
Hungary,1995,male,55-74 years,668.00,882335,75.71,Hungary1995,0.74,"46,418,916,500",4767,Silent
Hungary,1995,female,75+ years,202.00,342301,59.01,Hungary1995,0.74,"46,418,916,500",4767,G.I. Generation
Hungary,1995,male,25-34 years,244.00,661031,36.91,Hungary1995,0.74,"46,418,916,500",4767,Generation X
Hungary,1995,female,55-74 years,320.00,1197086,26.73,Hungary1995,0.74,"46,418,916,500",4767,Silent
Hungary,1995,male,15-24 years,159.00,823833,19.30,Hungary1995,0.74,"46,418,916,500",4767,Generation X
Hungary,1995,female,35-54 years,284.00,1506265,18.85,Hungary1995,0.74,"46,418,916,500",4767,Boomers
Hungary,1995,female,25-34 years,55.00,645436,8.52,Hungary1995,0.74,"46,418,916,500",4767,Generation X
Hungary,1995,female,15-24 years,30.00,786111,3.82,Hungary1995,0.74,"46,418,916,500",4767,Generation X
Hungary,1995,male,5-14 years,8.00,655969,1.22,Hungary1995,0.74,"46,418,916,500",4767,Millenials
Hungary,1995,female,5-14 years,0.00,627589,0.00,Hungary1995,0.74,"46,418,916,500",4767,Millenials
Hungary,1996,male,75+ years,254.00,176106,144.23,Hungary1996,,"46,659,796,773",4792,G.I. Generation
Hungary,1996,male,55-74 years,718.00,878781,81.70,Hungary1996,,"46,659,796,773",4792,Silent
Hungary,1996,male,35-54 years,1146.00,1434514,79.89,Hungary1996,,"46,659,796,773",4792,Boomers
Hungary,1996,female,75+ years,224.00,355446,63.02,Hungary1996,,"46,659,796,773",4792,G.I. Generation
Hungary,1996,male,25-34 years,253.00,668423,37.85,Hungary1996,,"46,659,796,773",4792,Generation X
Hungary,1996,female,55-74 years,332.00,1193895,27.81,Hungary1996,,"46,659,796,773",4792,Silent
Hungary,1996,female,35-54 years,281.00,1502683,18.70,Hungary1996,,"46,659,796,773",4792,Boomers
Hungary,1996,male,15-24 years,147.00,823037,17.86,Hungary1996,,"46,659,796,773",4792,Generation X
Hungary,1996,female,25-34 years,49.00,651327,7.52,Hungary1996,,"46,659,796,773",4792,Generation X
Hungary,1996,female,15-24 years,29.00,785423,3.69,Hungary1996,,"46,659,796,773",4792,Generation X
Hungary,1996,male,5-14 years,2.00,647562,0.31,Hungary1996,,"46,659,796,773",4792,Millenials
Hungary,1996,female,5-14 years,1.00,620053,0.16,Hungary1996,,"46,659,796,773",4792,Millenials
Hungary,1997,male,75+ years,296.00,182808,161.92,Hungary1997,,"47,290,180,589",4856,G.I. Generation
Hungary,1997,male,55-74 years,657.00,876617,74.95,Hungary1997,,"47,290,180,589",4856,Silent
Hungary,1997,male,35-54 years,1039.00,1425819,72.87,Hungary1997,,"47,290,180,589",4856,Boomers
Hungary,1997,female,75+ years,199.00,369640,53.84,Hungary1997,,"47,290,180,589",4856,G.I. Generation
Hungary,1997,male,25-34 years,255.00,679841,37.51,Hungary1997,,"47,290,180,589",4856,Generation X
Hungary,1997,female,55-74 years,303.00,1191288,25.43,Hungary1997,,"47,290,180,589",4856,Silent
Hungary,1997,female,35-54 years,249.00,1494699,16.66,Hungary1997,,"47,290,180,589",4856,Boomers
Hungary,1997,male,15-24 years,131.00,818909,16.00,Hungary1997,,"47,290,180,589",4856,Generation X
Hungary,1997,female,25-34 years,40.00,661074,6.05,Hungary1997,,"47,290,180,589",4856,Generation X
Hungary,1997,female,15-24 years,32.00,781186,4.10,Hungary1997,,"47,290,180,589",4856,Generation X
Hungary,1997,male,5-14 years,5.00,641303,0.78,Hungary1997,,"47,290,180,589",4856,Millenials
Hungary,1997,female,5-14 years,2.00,614597,0.33,Hungary1997,,"47,290,180,589",4856,Millenials
Hungary,1998,male,75+ years,238.00,189405,125.66,Hungary1998,,"48,770,466,839",5010,G.I. Generation
Hungary,1998,male,35-54 years,1185.00,1414258,83.79,Hungary1998,,"48,770,466,839",5010,Boomers
Hungary,1998,male,55-74 years,620.00,876420,70.74,Hungary1998,,"48,770,466,839",5010,Silent
Hungary,1998,female,75+ years,185.00,384001,48.18,Hungary1998,,"48,770,466,839",5010,G.I. Generation
Hungary,1998,male,25-34 years,275.00,693639,39.65,Hungary1998,,"48,770,466,839",5010,Generation X
Hungary,1998,female,55-74 years,241.00,1190456,20.24,Hungary1998,,"48,770,466,839",5010,Silent
Hungary,1998,female,35-54 years,268.00,1484346,18.06,Hungary1998,,"48,770,466,839",5010,Boomers
Hungary,1998,male,15-24 years,145.00,810229,17.90,Hungary1998,,"48,770,466,839",5010,Generation X
Hungary,1998,female,25-34 years,54.00,673296,8.02,Hungary1998,,"48,770,466,839",5010,Generation X
Hungary,1998,female,15-24 years,29.00,772891,3.75,Hungary1998,,"48,770,466,839",5010,Generation X
Hungary,1998,male,5-14 years,5.00,635890,0.79,Hungary1998,,"48,770,466,839",5010,Millenials
Hungary,1998,female,5-14 years,0.00,609542,0.00,Hungary1998,,"48,770,466,839",5010,Millenials
Hungary,1999,male,75+ years,302.00,185652,162.67,Hungary1999,,"49,170,434,391",5147,G.I. Generation
Hungary,1999,male,35-54 years,1138.00,1384204,82.21,Hungary1999,,"49,170,434,391",5147,Boomers
Hungary,1999,male,55-74 years,662.00,847199,78.14,Hungary1999,,"49,170,434,391",5147,Silent
Hungary,1999,female,75+ years,184.00,378946,48.56,Hungary1999,,"49,170,434,391",5147,G.I. Generation
Hungary,1999,male,25-34 years,285.00,714686,39.88,Hungary1999,,"49,170,434,391",5147,Generation X
Hungary,1999,female,55-74 years,267.00,1155762,23.10,Hungary1999,,"49,170,434,391",5147,Silent
Hungary,1999,male,15-24 years,150.00,786244,19.08,Hungary1999,,"49,170,434,391",5147,Generation X
Hungary,1999,female,35-54 years,246.00,1445083,17.02,Hungary1999,,"49,170,434,391",5147,Boomers
Hungary,1999,female,25-34 years,51.00,687362,7.42,Hungary1999,,"49,170,434,391",5147,Generation X
Hungary,1999,female,15-24 years,29.00,751430,3.86,Hungary1999,,"49,170,434,391",5147,Generation X
Hungary,1999,male,5-14 years,11.00,622165,1.77,Hungary1999,,"49,170,434,391",5147,Millenials
Hungary,1999,female,5-14 years,1.00,594331,0.17,Hungary1999,,"49,170,434,391",5147,Millenials
Hungary,2000,male,75+ years,272.00,188686,144.15,Hungary2000,0.769,"47,310,623,887",4966,G.I. Generation
Hungary,2000,male,35-54 years,1090.00,1373290,79.37,Hungary2000,0.769,"47,310,623,887",4966,Boomers
Hungary,2000,male,55-74 years,659.00,845819,77.91,Hungary2000,0.769,"47,310,623,887",4966,Silent
Hungary,2000,female,75+ years,199.00,387228,51.39,Hungary2000,0.769,"47,310,623,887",4966,G.I. Generation
Hungary,2000,male,25-34 years,302.00,747288,40.41,Hungary2000,0.769,"47,310,623,887",4966,Generation X
Hungary,2000,female,55-74 years,272.00,1153021,23.59,Hungary2000,0.769,"47,310,623,887",4966,Silent
Hungary,2000,female,35-54 years,256.00,1433302,17.86,Hungary2000,0.769,"47,310,623,887",4966,Boomers
Hungary,2000,male,15-24 years,132.00,754097,17.50,Hungary2000,0.769,"47,310,623,887",4966,Generation X
Hungary,2000,female,25-34 years,47.00,717781,6.55,Hungary2000,0.769,"47,310,623,887",4966,Generation X
Hungary,2000,female,15-24 years,29.00,721347,4.02,Hungary2000,0.769,"47,310,623,887",4966,Generation X
Hungary,2000,male,5-14 years,8.00,616642,1.30,Hungary2000,0.769,"47,310,623,887",4966,Millenials
Hungary,2000,female,5-14 years,3.00,588533,0.51,Hungary2000,0.769,"47,310,623,887",4966,Millenials
Hungary,2001,male,75+ years,276.00,205366,134.39,Hungary2001,,"53,821,315,066",5546,Silent
Hungary,2001,male,35-54 years,1038.00,1388219,74.77,Hungary2001,,"53,821,315,066",5546,Boomers
Hungary,2001,male,55-74 years,579.00,879449,65.84,Hungary2001,,"53,821,315,066",5546,Silent
Hungary,2001,female,75+ years,157.00,419870,37.39,Hungary2001,,"53,821,315,066",5546,Silent
Hungary,2001,male,25-34 years,254.00,767594,33.09,Hungary2001,,"53,821,315,066",5546,Generation X
Hungary,2001,female,55-74 years,228.00,1190022,19.16,Hungary2001,,"53,821,315,066",5546,Silent
Hungary,2001,male,15-24 years,132.00,745448,17.71,Hungary2001,,"53,821,315,066",5546,Millenials
Hungary,2001,female,35-54 years,241.00,1459506,16.51,Hungary2001,,"53,821,315,066",5546,Boomers
Hungary,2001,female,25-34 years,38.00,742972,5.11,Hungary2001,,"53,821,315,066",5546,Generation X
Hungary,2001,female,15-24 years,31.00,713068,4.35,Hungary2001,,"53,821,315,066",5546,Millenials
Hungary,2001,male,5-14 years,3.00,610320,0.49,Hungary2001,,"53,821,315,066",5546,Millenials
Hungary,2001,female,5-14 years,1.00,582764,0.17,Hungary2001,,"53,821,315,066",5546,Millenials
Hungary,2002,male,75+ years,254.00,209732,121.11,Hungary2002,,"67,716,887,203",6995,Silent
Hungary,2002,male,35-54 years,997.00,1382754,72.10,Hungary2002,,"67,716,887,203",6995,Boomers
Hungary,2002,male,55-74 years,582.00,881937,65.99,Hungary2002,,"67,716,887,203",6995,Silent
Hungary,2002,female,75+ years,149.00,430724,34.59,Hungary2002,,"67,716,887,203",6995,Silent
Hungary,2002,male,25-34 years,232.00,787190,29.47,Hungary2002,,"67,716,887,203",6995,Generation X
Hungary,2002,female,35-54 years,248.00,1453102,17.07,Hungary2002,,"67,716,887,203",6995,Boomers
Hungary,2002,male,15-24 years,123.00,722619,17.02,Hungary2002,,"67,716,887,203",6995,Millenials
Hungary,2002,female,55-74 years,181.00,1190173,15.21,Hungary2002,,"67,716,887,203",6995,Silent
Hungary,2002,female,25-34 years,41.00,761375,5.38,Hungary2002,,"67,716,887,203",6995,Generation X
Hungary,2002,female,15-24 years,25.00,692093,3.61,Hungary2002,,"67,716,887,203",6995,Millenials
Hungary,2002,male,5-14 years,4.00,598250,0.67,Hungary2002,,"67,716,887,203",6995,Millenials
Hungary,2002,female,5-14 years,3.00,570215,0.53,Hungary2002,,"67,716,887,203",6995,Millenials
Hungary,2003,male,75+ years,236.00,213793,110.39,Hungary2003,,"85,324,771,841",8840,Silent
Hungary,2003,male,55-74 years,645.00,888834,72.57,Hungary2003,,"85,324,771,841",8840,Silent
Hungary,2003,male,35-54 years,939.00,1377798,68.15,Hungary2003,,"85,324,771,841",8840,Boomers
Hungary,2003,female,75+ years,159.00,440470,36.10,Hungary2003,,"85,324,771,841",8840,Silent
Hungary,2003,male,25-34 years,231.00,799322,28.90,Hungary2003,,"85,324,771,841",8840,Generation X
Hungary,2003,female,55-74 years,214.00,1196595,17.88,Hungary2003,,"85,324,771,841",8840,Silent
Hungary,2003,female,35-54 years,211.00,1446346,14.59,Hungary2003,,"85,324,771,841",8840,Boomers
Hungary,2003,male,15-24 years,101.00,701620,14.40,Hungary2003,,"85,324,771,841",8840,Millenials
Hungary,2003,female,25-34 years,33.00,772722,4.27,Hungary2003,,"85,324,771,841",8840,Generation X
Hungary,2003,female,15-24 years,23.00,672145,3.42,Hungary2003,,"85,324,771,841",8840,Millenials
Hungary,2003,male,5-14 years,8.00,585286,1.37,Hungary2003,,"85,324,771,841",8840,Millenials
Hungary,2003,female,5-14 years,0.00,557602,0.00,Hungary2003,,"85,324,771,841",8840,Millenials
Hungary,2004,male,75+ years,262.00,218145,120.10,Hungary2004,,"104,066,609,518",10806,Silent
Hungary,2004,male,35-54 years,933.00,1374752,67.87,Hungary2004,,"104,066,609,518",10806,Boomers
Hungary,2004,male,55-74 years,543.00,896983,60.54,Hungary2004,,"104,066,609,518",10806,Silent
Hungary,2004,female,75+ years,146.00,450461,32.41,Hungary2004,,"104,066,609,518",10806,Silent
Hungary,2004,male,25-34 years,233.00,809225,28.79,Hungary2004,,"104,066,609,518",10806,Generation X
Hungary,2004,female,35-54 years,243.00,1440339,16.87,Hungary2004,,"104,066,609,518",10806,Boomers
Hungary,2004,female,55-74 years,198.00,1204796,16.43,Hungary2004,,"104,066,609,518",10806,Silent
Hungary,2004,male,15-24 years,111.00,683254,16.25,Hungary2004,,"104,066,609,518",10806,Millenials
Hungary,2004,female,25-34 years,45.00,781012,5.76,Hungary2004,,"104,066,609,518",10806,Generation X
Hungary,2004,female,15-24 years,21.00,655267,3.20,Hungary2004,,"104,066,609,518",10806,Millenials
Hungary,2004,male,5-14 years,5.00,571353,0.88,Hungary2004,,"104,066,609,518",10806,Millenials
Hungary,2004,female,5-14 years,2.00,544457,0.37,Hungary2004,,"104,066,609,518",10806,Millenials
Hungary,2005,male,75+ years,269.00,222774,120.75,Hungary2005,0.802,"113,035,361,317",11764,Silent
Hungary,2005,male,35-54 years,912.00,1370704,66.54,Hungary2005,0.802,"113,035,361,317",11764,Boomers
Hungary,2005,male,55-74 years,545.00,906718,60.11,Hungary2005,0.802,"113,035,361,317",11764,Silent
Hungary,2005,male,25-34 years,215.00,816243,26.34,Hungary2005,0.802,"113,035,361,317",11764,Generation X
Hungary,2005,female,75+ years,121.00,460429,26.28,Hungary2005,0.802,"113,035,361,317",11764,Silent
Hungary,2005,female,55-74 years,203.00,1213827,16.72,Hungary2005,0.802,"113,035,361,317",11764,Silent
Hungary,2005,female,35-54 years,214.00,1431293,14.95,Hungary2005,0.802,"113,035,361,317",11764,Boomers
